00Z 30 05 2017, 59.02, 33.68
06Z 30 05 2017, 106.40, 31.79
12Z 30 05 2017, 1398.34, 35.23
18Z 30 05 2017, 297.34, 34.60
00Z 31 05 2017, 432.23, 32.71
06Z 31 05 2017, 32.55, 19.47
12Z 31 05 2017, 43.67, 17.87
00Z 01 06 2017, 0.00, 7.80
06Z 01 06 2017, 0.00, 9.42
12Z 01 06 2017, 0.00, 12.21
18Z 01 06 2017, 0.00, 14.61
00Z 02 06 2017, 0.00, 10.25
06Z 02 06 2017, 0.00, 12.60
12Z 02 06 2017, 0.00, 13.18
18Z 02 06 2017, 0.00, 11.90
00Z 03 06 2017, 0.00, 12.24
06Z 03 06 2017, 0.00, 16.71
12Z 03 06 2017, 0.00, 28.43
18Z 03 06 2017, 0.00, 30.76
00Z 04 06 2017, 22.56, 34.50
06Z 04 06 2017, 0.00, 33.19
12Z 04 06 2017, 115.39, 37.37
18Z 04 06 2017, 81.22, 22.65
00Z 05 06 2017, 0.00, 15.84
06Z 05 06 2017, 1.89, 21.31
12Z 05 06 2017, 83.10, 22.39
18Z 05 06 2017, 191.77, 24.54
00Z 06 06 2017, 46.89, 25.68
06Z 06 06 2017, 0.00, 21.87
12Z 06 06 2017, 348.33, 27.61
18Z 06 06 2017, 104.87, 28.69
00Z 07 06 2017, 9.27, 23.92
06Z 07 06 2017, 5.71, 16.00
12Z 07 06 2017, 45.67, 14.57
18Z 07 06 2017, 21.46, 14.19
00Z 08 06 2017, 36.26, 19.91
06Z 08 06 2017, 4.78, 18.39
12Z 08 06 2017, 4.53, 24.09
18Z 08 06 2017, 0.22, 27.48
00Z 09 06 2017, 0.00, 26.42
06Z 09 06 2017, 0.00, 21.42
12Z 09 06 2017, 0.00, 21.37
18Z 09 06 2017, 299.50, 25.76
00Z 10 06 2017, 0.00, 22.44
06Z 10 06 2017, 71.40, 17.18
12Z 10 06 2017, 35.08, 17.28
18Z 10 06 2017, 39.25, 21.35
00Z 11 06 2017, 0.00, 25.26
06Z 11 06 2017, 0.00, 25.24
12Z 11 06 2017, 0.00, 20.35
18Z 11 06 2017, 0.00, 30.39
00Z 12 06 2017, 0.00, 34.91
06Z 12 06 2017, 44.57, 33.12
12Z 12 06 2017, 0.00, 16.15
18Z 12 06 2017, 23.38, 16.89
00Z 13 06 2017, 11.54, 19.34
06Z 13 06 2017, 27.84, 18.99
12Z 13 06 2017, 55.21, 21.37
18Z 13 06 2017, 52.20, 21.41
00Z 14 06 2017, 5.04, 17.52
06Z 14 06 2017, 0.00, 16.82
12Z 14 06 2017, 0.00, 18.89
18Z 14 06 2017, 2.47, 21.63
00Z 15 06 2017, 0.00, 21.95
06Z 15 06 2017, 0.00, 21.88
12Z 15 06 2017, 0.00, 19.63
18Z 15 06 2017, 0.00, 25.43
00Z 16 06 2017, 0.00, 32.42
06Z 16 06 2017, 521.69, 21.81
12Z 16 06 2017, 146.74, 21.02
18Z 16 06 2017, 238.85, 22.57
00Z 17 06 2017, 7.73, 18.50
06Z 17 06 2017, 8.25, 17.51
12Z 17 06 2017, 0.00, 20.63
18Z 17 06 2017, 8.72, 20.54
